item_id,category,complexity,novelty,quality
cb7df08625884bb4ffc1abfad56cbb820435ae5a7ec5e7dbbd36ffdf2b4e8352,18,0.1019651730931556,0.4997006897895724,0.424209474743728
63c6bb2196430536ff0da0163ce22f93fa696e2b63809a5c3e0b6f93fc97535f,19,0.3571274649442607,0.6598093825463205,0.161590032170027
f784e0928c01f5993ba2e7051b2e38ca4919420825f997cee49e756093406212,1,0.373166393528582,0.7883036466426022,0.0787296497026216
e55a576c10d016f26180ad2d23119f3f426308166339a02884f9123a7f65ac4b,5,0.2121153618347342,0.1149073373022704,0.594373415556869
8b53c5d256643dad4d387e034d018ea65272a83feb5fbac305441fcf2db81d5e,0,0.7782749289806875,0.0899277197939377,0.8281352939807565
e2b993c476154b3e51f3b0b103b3b95dac6cbcc314f75483749bbfe2e1a0ec01,11,0.8783800508979623,0.8840830709417634,0.8595966188544387
4d68ff0a3bdac5c0c35ff407f8cc6b6402a52b44d14f4b79cc6af926b0bf34a4,5,0.3549996058120582,0.5908190711273741,0.2724135755104908
04bb8210a0b7274986e0b8a454733322f292a12f35947ab16e5708686af6753c,2,0.7954418354161761,0.1087413396440104,0.3237154649804736
3424ff2436b97629c05ed49a5dbdef32166df5c2bf28c52a36690afc5afc9938,9,0.9101241691201912,0.6691306037992157,0.7842968323886002
69c6d1cbd8ad1f87568db1f91d034239d7c5795f5ff33efcf66096471e5e275a,14,0.9459795261983722,0.3428210309817386,0.1445666009329889
22faf592fdc5fe769c44df8efedd011067bf889fe2589b66df729b9fb1a58a5a,13,0.5701548397426561,0.1393884911464584,0.5001808528428969
de7c4ac1ad54832da2191898725467804adaf23904a62e17b5249988719afbf2,7,0.876774515205371,0.8272974287838695,0.9957645815759344
cafe6e4f2a058f3187dbd2ea5f855fade4dd5609424891272924d717d7b28975,4,0.3167132631253361,0.6567246896762771,0.1948111790180021
1587f0bbc24d41cd52722ebe8cd20d3ee00c4438bf5376ebc35a0161a75749f3,12,0.8903029913294527,0.6082281437367516,0.9356396014257644
b9691906f4cefd4816480b5b26cf414518065453cedee301db50caa7ac0cfc60,10,0.9996824859508971,0.5114093242208695,0.3603844672780836
c8848b1808a1b3fedef19feb7255dab4eb00303fc8c60b3da5d45d076c880cc8,2,0.5010510619980438,0.9508196347738012,0.4026996061642544
384bdeebba512b3dfeef7526ad8f3e0f9f801b30adffa2d102654b06d4be818d,7,0.2168899691992357,0.729043656300315,0.1155033106707628
eceff59b88c131a9ff9d1b6a590d4e92c5a951b5d8684edc86d864296cb2f8b2,4,0.0088202103127985,0.3068559652453336,0.2584651303496664
f63812c14494661c9d6dc415738d37d43f8e1ca44d16438de6a1f484f92850d7,7,0.4557693143571808,0.0289016211253266,0.323953106011813
f228a33da15af30383295cea4e7d0e70774b6ab1343acfbf53edd72f045b2e44,7,0.7315726689660019,0.6951916687799039,0.8672302489029025
1c9317bb9bad18302c007c51c66c0fc6197c0c040f9c0489bcb6808f477447fb,11,0.0849082160694727,0.7799922626745309,0.8889950128477218
f76e8e78358e8b1df72c55372585c85501c72d4210f274ca64496b79a28284ea,0,0.7749427782502346,0.480936387009177,0.9928593282215692
9c8b755eac4b0cf343989a2cce2b8b3278bb7ed7c52ccb12b1a4f764eff531ee,0,0.4604402549414823,0.3107108378804865,0.6750516467691087
19cd7de70c3fd72e4e47e6079e2b05a489f9ae7e3c4ec2614d438bf26ad88b14,9,0.5727040368729269,0.3723946133195608,0.286189605687394
6c368a39cbed7386ca355dea574a6a8263431b03f63d43f94b642e67f0392c84,10,0.2138976892469883,0.2541814253967563,0.2121286058916879
ec90f4ff46f9bd9fe9d1d22ef2578d3a275595dffb73097f529afd8c12d84684,14,0.6412107609390861,0.4521248117604454,0.5988120830535456
bd0e8bcba24604c3aa5248ebedd7d009b11b2198d41c33bf02405a65d4424d86,9,0.4503139520997722,0.5599009527421419,0.868170152132246
fcbaf41d0955992c6d4c7363235164169774caea7b1af3732c162e2dd0866fa4,19,0.0260769737567164,0.3836212501680838,0.931696490699112
0211d1a96eb29d850da4452aef2e89a9972dfcedb86d88c4cc81dcfcb164b6f1,11,0.719033643273411,0.3145193419853471,0.4329288102482004
fca31363380012b6df1a1f2fbb3c38b2b2bfb04f3aec78f8a31bf39568a69c1d,10,0.9000720931832301,0.2124988014048451,0.2588361373987899
c6f3af53fade7d293654c24de983b54de56776a3f7219e162f473e839418f1f6,14,0.5402335621443137,0.6466939123085369,0.7763248262258824
3aa9c100af7c198e76e7d0a64b32a82519c136a1b924b236c0302e356e154da6,18,0.3376949414802396,0.6520591534531189,0.639540600985431
81a8e49d446c6587951c18b202865b2e8416414b800f00e0ac7ed25fd6c1aa3d,10,0.2738777777890409,0.913473817742444,0.0912609184867921
6152b65cac87f8c65aa842402c759859365b97519cae8b728ae6cdfc3d95729f,18,0.2391938374322277,0.9801902286375606,0.4169601067448165
57ca7000bbd7720625278be4c1fb53b7bf9ea40fa10598df466f76e5889a5c4f,12,0.6302869740170727,0.4661965954804592,0.5097040426775068
30b7a1a6c7b881565f84fd7af088c9ed6e2540b6611bced0dbc5fe68edcb46db,17,0.2085581430738787,0.6347282086370314,0.5552029959645393
6241d49fbafc04b34080a144545b84718fec8679a8ce2d7f7f73ca6b001324a1,17,0.5342603410204045,0.8481748669008513,0.8665145787781577
ce7f3f9ef6be3bccbf0475e7e3768a3e93b4c274b15559d34c948615df7d6cf1,7,0.5040304625897515,0.782053653897021,0.7031749460574566
46646317f18571752b773698923bcfc33d55b38d7126fae08f5e9b831d44d539,12,0.6843303879484433,0.4984047208921875,0.3617644804027401
db2cdbd6a9ed6aaf600c566225694f05cd9723ff6850bb002518d54632839378,1,0.7725333188751239,0.1472944563672097,0.8597731997817435
41edde92843ff13c7b1856c74c303395cd940808db3da4414b23791e7d249b76,11,0.2799401180039342,0.9584768262873892,0.2459995581038564
d9d78521eff695ec2a69df7801e1d4b6db254ae6a8d9ef5669775ce48f591076,19,0.7170781522312605,0.0232518863549293,0.6877583628023843
0c4140ce04439b5f576ae40e50077f7e9570c825b10268f55297d6cf174d2903,18,0.8783200614118227,0.7283537314733766,0.316159343256552
ad166ef2df526cc51bef1311ebc8cabd7a7b4855d553ddf4c69eea297208749e,0,0.3287936573122095,0.685340523761411,0.4871946516226372
8251fe76aa792d8a520e725621e11e1fa504a7163f59a4596821614d3845d9ea,10,0.2515176786358558,0.5290092070658614,0.7817515618212746
dfaad899e05108089727f29037552af8d7288e1058925e14cc56a2b5a1e398b0,2,0.1200978038710502,0.8417638325806885,0.8205862002413457
91f7802f15eafe4a492e1c8f93343dbbb244e29de4d6df2b39346ac270adb4c2,19,0.2729886785028116,0.5474357088974351,0.8104827874256402
d210b672583c1eaaaea1323801121176884a5c93c7b55650263e106906e9a9cf,11,0.7285307430072421,0.8093694820739505,0.4967610926006776
6b3ba5d93db5a6f3f423b0e6b599317333ce0648ae41b37a1064b3b4047a954f,11,0.7207738254973423,0.5299961372960545,0.0368911884067443
097fd5b55ad6b6b60ef5ee10d98d378dd7dae4cb28763150d41daa3c4d542fe3,1,0.8527041278692377,0.2464711679414277,0.6136426863393717
fc4b421527b09a291b2fe43da0de253bddd8b6955d673d844c2394567f1da1b1,6,0.0751585869876209,0.9506483235280638,0.3300333888682762
cb1bc996fd14b1ae39d225b51c8e4fc0bf7b3f4d0b5a768953cbc104ebf42600,3,0.462843961199434,0.2386157912656831,0.9724316305563376
8e7d40e0d93d90bb2cd96a4b311a9922f15b14070e214cbf9768b4b742960b72,14,0.1424592566467274,0.885440864074051,0.2308806016667355
